,filename,start_time,end_time,edge,meterID,processing_time,average_power_consumption,missing_data,raw_volume,lines_of_code,tool_changes,travels_to_zero_point_in_rapid_traverse,axes_rotation,weighted_rotational_speed,weighted_tool_diameter,weighted_cutting_length,weighted_number_of_cutting_edges,weighted_cutting_speed,weighted_feed_per_tooth,weighted_feed_rate
0,2595627-1SP-Delfine.h,1649055030,1649055950,1237,2,920,2358.2271739130433,0.0,13665960.0,5809,5,11,6,7943.8718501135845,15.894074969770255,43.43264812575575,4.010019001554673,397.7633442736224,0.11971497667991021,3678.8711932266933
1,2595627-2SP-Delfine.h,1649056780,1649057100,1237,2,320,2538.0875,0.0,13665960.0,462,4,13,7,7865.5669160619045,11.48868778280543,28.009049773755656,4.208144796380091,284.94117647058823,0.05610369532428357,1829.43409943081
2,2584149-2SP-Delfine.h,1649237400,1649237800,1237,2,400,2618.1281407035176,1.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
3,2584149-2SP-Delfine.h,1649243450,1649243800,1237,2,350,3386.402857142857,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
4,2584149-2SP-Delfine.h,1649243850,1649244200,1237,2,350,3306.637142857143,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
5,2584149-2SP-Delfine.h,1649244300,1649244620,1237,2,320,2917.75,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
6,2584149-2SP-Delfine.h,1649244700,1649245100,1237,2,400,2892.17,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
7,2584149-2SP-Delfine.h,1649245180,1649245720,1237,2,540,2549.9665427509294,1.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
8,2584149-2SP-Delfine.h,1649245840,1649246160,1237,2,320,3269.1875,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
9,2584149-2SP-Delfine.h,1649246260,1649246600,1237,2,340,3218.144117647059,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
10,2584149-2SP-Delfine.h,1649246750,1649247080,1237,2,330,3185.8121212121214,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
11,2584149-2SP-Delfine.h,1649247150,1649247650,1237,2,500,2557.166,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
12,2584149-2SP-Delfine.h,1649247770,1649248130,1237,2,360,3073.8555555555554,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
13,2584149-2SP-Delfine.h,1649248200,1649248550,1237,2,350,3137.2885714285712,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
14,2584149-2SP-Delfine.h,1649248600,1649249220,1237,2,620,2394.23786407767,1.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
15,2584149-2SP-Delfine.h,1649249340,1649249710,1237,2,370,3069.42972972973,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
16,2584149-2SP-Delfine.h,1649249830,1649250210,1237,2,380,2979.9973684210527,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
17,2584149-2SP-Delfine.h,1649250320,1649250680,1237,2,360,3051.7277777777776,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
18,2584149-2SP-Delfine.h,1649250800,1649251570,1237,2,770,2164.7337662337663,0.0,42000.0,234,2,5,3,7269.291649018721,12.126168224299066,5.289719626168225,4.107476635514018,158.4158878504673,0.07263715661992795,2042.8703826796161
19,2584866-2SP-Delfine.h,1652681500,1652683190,1237,2,1690,2609.8116113744077,1.0,1232250.0,1593,9,31,16,3615.680321218385,19.136999364272093,29.184361093452,4.437380801017165,176.99809281627464,0.08114269442678533,1163.2415341897229
20,2584866-2SP-Delfine.h,1652855050,1652856320,1237,2,1270,2902.7503937007873,0.0,1232250.0,1593,9,31,16,3615.680321218385,19.136999364272093,29.184361093452,4.437380801017165,176.99809281627464,0.08114269442678533,1163.2415341897229
21,2584866-2SP-Delfine.h,1652856950,1652858250,1237,2,1300,3037.693076923077,0.0,1232250.0,1593,9,31,16,3615.680321218385,19.136999364272093,29.184361093452,4.437380801017165,176.99809281627464,0.08114269442678533,1163.2415341897229
22,2584882-2SP-Delfine.h,1652954050,1652954830,1237,2,780,3519.4153846153845,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
23,2584882-2SP-Delfine.h,1652955810,1652956530,1237,2,720,3765.8805555555555,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
24,2584882-2SP-Delfine.h,1652958300,1652959100,1237,2,800,3664.01375,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
25,2584882-2SP-Delfine.h,1652959200,1652959930,1237,2,730,3713.0246575342467,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
26,2584882-2SP-Delfine.h,1652960050,1652960800,1237,2,750,3693.912,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
27,2584882-2SP-Delfine.h,1652960900,1652961640,1237,2,740,3977.8445945945946,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
28,2584882-2SP-Delfine.h,1652961730,1652962450,1237,2,720,3899.9625,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
29,2584882-2SP-Delfine.h,1652962580,1652963370,1237,2,790,3517.305063291139,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
30,2584882-2SP-Delfine.h,1652963550,1652964300,1237,2,750,3763.072,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
31,2584882-2SP-Delfine.h,1652964350,1652965200,1237,2,850,3625.349411764706,0.0,1232250.0,1664,9,31,16,3588.0433894349217,19.001520681265205,30.311435523114355,4.462287104622871,175.81386861313868,0.08196925689375507,1177.653652236741
32,2584855-2SP-Delfine.h,1653028200,1653028950,1237,2,750,4084.008,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
33,2584855-2SP-Delfine.h,1653029450,1653030150,1237,2,700,4278.297142857143,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
34,2584855-2SP-Delfine.h,1653030580,1653031300,1237,2,720,4289.593055555555,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
35,2584855-2SP-Delfine.h,1653032300,1653033050,1237,2,750,3949.5508021390374,1.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
36,2584855-2SP-Delfine.h,1653033300,1653034050,1237,2,750,4355.949333333333,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
37,2584855-2SP-Delfine.h,1653034200,1653035050,1237,2,850,3949.363529411765,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
38,2584855-2SP-Delfine.h,1653035050,1653035850,1237,2,800,3898.29125,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
39,2584855-2SP-Delfine.h,1653036000,1653036800,1237,2,800,4116.595,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
40,2584855-2SP-Delfine.h,1653036880,1653037650,1237,2,770,4229.6792207792205,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
41,2584855-2SP-Delfine.h,1653037950,1653038700,1237,2,750,4050.04,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
42,2584855-2SP-Delfine.h,1653038900,1653039750,1237,2,850,4033.4717647058824,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
43,2584855-2SP-Delfine.h,1653040020,1653040780,1237,2,760,3944.7355263157897,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
44,2584855-2SP-Delfine.h,1653041850,1653042600,1237,2,750,4095.978666666667,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
45,2584855-2SP-Delfine.h,1653042720,1653043500,1237,2,780,4056.2102564102565,0.0,13665960.0,850,11,45,23,4906.25620115417,14.985060240963856,26.451807228915662,4.040963855421687,166.4277108433735,0.09701807228915664,1055.866068175822
46,88236.002.003-1SP-Delfine.h,1653291150,1653291720,1237,2,570,2756.080701754386,0.0,13665960.0,1471,11,25,13,6564.360380838521,9.05975189524466,16.195727084769125,3.655410062026189,142.0289455547898,0.07549620951068228,1358.0533965667623
47,88236.002.003-1SP-Delfine.h,1653292050,1653292525,1237,2,475,2911.8382352941176,0.0,13665960.0,1471,11,25,13,6564.360380838521,9.05975189524466,16.195727084769125,3.655410062026189,142.0289455547898,0.07549620951068228,1358.0533965667623
48,88236.002.003-1SP-Delfine.h,1653292550,1653293020,1237,2,470,2966.255319148936,0.0,13665960.0,1471,11,25,13,6564.360380838521,9.05975189524466,16.195727084769125,3.655410062026189,142.0289455547898,0.07549620951068228,1358.0533965667623
49,2590070-Profil-Delfine1.h,1653302820,1653303260,1237,2,440,1915.8204545454546,0.0,13665960.0,591,1,3,2,5570.423008216336,8.0,20.0,4.0,140.0,0.03862521891418564,860.6352325478903
